Requested report - WIN WAVES
MONITORING LOCATION ID - LOCATION NAME = UM2 - UM-2, ER2 - ER-2 ACTIVITY START DATE TIME =  FROM:  01/01/2021 TO:  12/31/2023
Report Run on MARCH 20, 2024 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314355"|"Phosphorus- Total"|"0.308"|""|"mg/L"|"0.019"|"0.08"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314356"|"Turbidity"|"5.1"|""|"NTU"|"0.1"|"0.5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314357"|"Escherichia coli (MPN)"|"1"|""|"MPN/100 mL"|"1"|"1"|"U"|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315382"|"Chlorophyll a, free of pheophytin"|"7.9"|""|"ug/L"|"1"|"2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315383"|"Color- True"|"41"|""|"PCU"|"5"|"5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315388"|"Ammonia (N)"|"0.008"|""|"mg/L"|"0.008"|"0.035"|"I"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315389"|"Nitrate-Nitrite (N)"|"0.009"|""|"mg/L"|"0.009"|"0.04"|"U"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315394"|"Nitrogen- Total Kjeldahl"|"0.639"|""|"mg/L"|"0.064"|"0.2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315395"|"Residues- Nonfilterable (TSS)"|"2.8"|""|"mg/L"|"0.625"|"2.5"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315396"|"Phosphorus- Total"|"0.293"|""|"mg/L"|"0.019"|"0.08"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315397"|"Turbidity"|"2.3"|""|"NTU"|"0.1"|"0.5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22051001-01"|"Sample"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315398"|"Escherichia coli (MPN)"|"4"|""|"MPN/100 mL"|"1"|"1"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314341"|"Chlorophyll a, free of pheophytin"|"18.4"|""|"ug/L"|"2"|"4"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314342"|"Color- True"|"54"|""|"PCU"|"5"|"5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314343"|"Dissolved Oxygen"|"9"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314344"|"Dissolved Oxygen Saturation"|"106"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314345"|"pH"|"7.1"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314346"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314347"|"Ammonia (N)"|"0.041"|""|"mg/L"|"0.008"|"0.035"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314348"|"Nitrate-Nitrite (N)"|"0.09"|""|"mg/L"|"0.009"|"0.04"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314349"|"Salinity"|"0.2"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314350"|"Depth, Secchi Disk Depth"|"0.5"|""|"m"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314351"|"Specific Conductance"|"342"|""|"umho/cm"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22041301-01"|"Field"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314352"|"Temperature, Water"|"23.8"|""|"deg C"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"S22041301-01"|"Sample"|"04/13/2022 09:51:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11314353"|"Nitrogen- Total Kjeldahl"|"0.675"|""|"mg/L"|"0.064"|"0.2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315978"|"Chlorophyll a, free of pheophytin"|"9.4"|""|"ug/L"|"1"|"2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315979"|"Color- True"|"33"|""|"PCU"|"5"|"5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315984"|"Ammonia (N)"|"0.009"|""|"mg/L"|"0.008"|"0.035"|"I"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315985"|"Nitrate-Nitrite (N)"|"0.009"|""|"mg/L"|"0.009"|"0.04"|"U"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315990"|"Nitrogen- Total Kjeldahl"|"0.61"|""|"mg/L"|"0.064"|"0.2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315991"|"Residues- Nonfilterable (TSS)"|"3.6"|""|"mg/L"|"0.625"|"2.5"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315992"|"Phosphorus- Total"|"0.231"|""|"mg/L"|"0.019"|"0.08"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315993"|"Turbidity"|"3"|""|"NTU"|"0.1"|"0.5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22061401-01"|"Sample"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315994"|"Escherichia coli (MPN)"|"1"|""|"MPN/100 mL"|"1"|"1"|"U"|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315384"|"Dissolved Oxygen"|"7.6"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315385"|"Dissolved Oxygen Saturation"|"95.8"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315386"|"pH"|"6.4"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315387"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315390"|"Salinity"|"0.2"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315391"|"Depth, Secchi Disk Depth"|"1.5"|""|"m"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315392"|"Specific Conductance"|"374"|""|"umho/cm"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22051001-01"|"Field"|"05/10/2022 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315393"|"Temperature, Water"|"27.2"|""|"deg C"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315980"|"Dissolved Oxygen"|"7.8"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315981"|"Dissolved Oxygen Saturation"|"102"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315982"|"pH"|"7.4"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315983"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315986"|"Salinity"|"0.2"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315987"|"Depth, Secchi Disk Depth"|"0.5"|""|"m"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315988"|"Specific Conductance"|"402"|""|"umho/cm"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22061401-01"|"Field"|"06/14/2022 09:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11315989"|"Temperature, Water"|"29.3"|""|"deg C"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604978"|"Chlorophyll a, free of pheophytin"|"48.6"|""|"ug/L"|"5"|"10"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604979"|"Color- True"|"33"|""|"PCU"|"5"|"5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604984"|"Ammonia (N)"|"0.008"|""|"mg/L"|"0.008"|"0.035"|"U"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604985"|"Nitrate-Nitrite (N)"|"0.009"|""|"mg/L"|"0.009"|"0.04"|"U"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604990"|"Nitrogen- Total Kjeldahl"|"0.985"|""|"mg/L"|"0.064"|"0.2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604991"|"Residues- Nonfilterable (TSS)"|"7.4"|""|"mg/L"|"0.625"|"2.5"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604992"|"Phosphorus- Total"|"0.209"|""|"mg/L"|"0.019"|"0.08"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604993"|"Turbidity"|"5.5"|""|"NTU"|"0.1"|"0.5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22072001-01"|"Sample"|"07/20/2022 09:48:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11604994"|"Escherichia coli (MPN)"|"5"|""|"MPN/100 mL"|"1"|"1"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606657"|"Chlorophyll a, free of pheophytin"|"23.9"|""|"ug/L"|"2"|"4"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606658"|"Color- True"|"86"|""|"PCU"|"5"|"5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606663"|"Ammonia (N)"|"0.013"|""|"mg/L"|"0.008"|"0.035"|"I"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606664"|"Nitrate-Nitrite (N)"|"0.009"|""|"mg/L"|"0.009"|"0.04"|"U"|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606669"|"Nitrogen- Total Kjeldahl"|"0.922"|""|"mg/L"|"0.064"|"0.2"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606670"|"Residues- Nonfilterable (TSS)"|"3.8"|""|"mg/L"|"0.625"|"2.5"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606671"|"Phosphorus- Total"|"0.297"|""|"mg/L"|"0.019"|"0.08"|""|"Total"|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606672"|"Turbidity"|"2.5"|""|"NTU"|"0.1"|"0.5"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"S22090701-01"|"Sample"|"09/07/2022 10:01:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606673"|"Escherichia coli (MPN)"|"8"|""|"MPN/100 mL"|"1"|"1"|""|""|"E44247"|""|""
"21FLMANA"|"UM2"|"1807E"|"F22081601-01"|"Field"|"08/16/2022 09:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606001"|"Dissolved Oxygen"|"6"|""|"mg/L"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22081601-01"|"Field"|"08/16/2022 09:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606002"|"Dissolved Oxygen Saturation"|"77.7"|""|"%"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22081601-01"|"Field"|"08/16/2022 09:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606003"|"pH"|"6"|""|"SU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22081601-01"|"Field"|"08/16/2022 09:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606004"|"Velocity"|"0"|""|"m/sec"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22081601-01"|"Field"|"08/16/2022 09:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606007"|"Salinity"|"0.2"|""|"PSU"|""|""|""|""|""|""|""
"21FLMANA"|"UM2"|"1807E"|"F22081601-01"|"Field"|"08/16/2022 09:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"MANATEE CO. PARKS AND NATURAL RESOURCES DEPT."|"0.3"|"m"|""|""|""|"11606008"|"Depth, Secchi Disk Depth"|"1"|""|"m"|""|""|""|""|""|""|""
